user_id,username,role,grade,major,class_name,profile_tag,assessment_date,usage_frequency,scenario_pervasiveness,academic_substitution,independent_thinking_loss,result_verification_weakness,critical_judgement_weakness,academic_integrity_risk,privacy_security_risk,social_collaboration_displacement,emotional_dependence
1315,2024030009,student,2024,人工智能,2024级人工智能1班,泛化依赖型,2025-12-25 00:35:00,68.89,79.12,84.13,58.56,48.22,48.06,62.26,47.33,45.78,55.4
1315,2024030009,student,2024,人工智能,2024级人工智能1班,泛化依赖型,2026-04-04 19:20:00,65.85,79.7,85.75,66.81,49.22,55.95,57.76,47.67,47.86,62.39
1316,2023110011,student,2023,市场营销,2023级营销1班,自主审慎型,2025-10-15 19:21:00,29.68,43.11,53.33,35.44,33.01,29.94,38.38,23.83,25.13,31.24
1316,2023110011,student,2023,市场营销,2023级营销1班,自主审慎型,2025-11-10 22:56:00,34.25,46.05,54.09,31.69,31.42,36.17,44.83,16.19,26.23,34.1
1316,2023110011,student,2023,市场营销,2023级营销1班,自主审慎型,2026-03-18 19:56:00,22.78,44.92,49.03,41.28,31.6,32.27,32.1,20.44,21.54,32.11
1317,2024010014,student,2024,软件工程,2024级软工2班,情绪迁移型,2025-11-13 22:04:00,69.22,83.02,86.37,62.96,58.65,45.16,61.36,37.78,55.03,58.08
1317,2024010014,student,2024,软件工程,2024级软工2班,情绪迁移型,2026-03-12 18:09:00,67.72,84.05,77.94,68.71,55.47,43.1,61.3,34.79,46.88,57.74
1317,2024010014,student,2024,软件工程,2024级软工2班,情绪迁移型,2026-04-09 20:02:00,67.94,76.2,82.74,64.13,53.27,48.62,69.4,37.86,50.33,59.82
1318,2024100007,student,2024,心理学,2024级心理1班,泛化依赖型,2025-10-12 20:05:00,63.66,63.34,69.68,61.41,51.54,47.92,58.73,36.71,47.77,65.44
1318,2024100007,student,2024,心理学,2024级心理1班,泛化依赖型,2025-12-25 23:13:00,53.09,70.83,74.03,56.45,48.9,45.41,48.55,36.72,50.06,60.57
1318,2024100007,student,2024,心理学,2024级心理1班,泛化依赖型,2026-01-12 21:54:00,59.26,71.89,73.59,56.17,39.98,47.69,51.87,37.28,43.92,55.5
1318,2024100007,student,2024,心理学,2024级心理1班,泛化依赖型,2026-04-10 20:42:00,60.55,76.29,72.0,67.17,50.14,38.34,49.54,36.73,45.51,61.63
1319,2022020008,student,2022,计算机科学与技术,2022级计科2班,效率驱动型,2025-10-14 17:56:00,60.51,65.38,71.7,54.88,48.57,44.62,51.24,39.14,34.69,59.0
1319,2022020008,student,2022,计算机科学与技术,2022级计科2班,效率驱动型,2025-12-25 00:06:00,62.95,75.02,74.5,58.18,46.78,38.98,51.53,38.94,29.91,57.89
1319,2022020008,student,2022,计算机科学与技术,2022级计科2班,效率驱动型,2026-04-05 23:14:00,54.1,67.69,73.85,60.97,50.57,46.57,54.06,38.71,32.47,47.4
1320,2024060006,student,2024,数字媒体技术,2024级数媒2班,高压替代型,2025-10-20 19:07:00,71.01,71.31,76.09,71.16,60.32,48.83,70.89,43.49,43.33,59.89
1320,2024060006,student,2024,数字媒体技术,2024级数媒2班,高压替代型,2025-11-08 18:44:00,67.51,77.61,84.48,71.46,56.63,51.38,66.96,48.98,49.62,58.84
1320,2024060006,student,2024,数字媒体技术,2024级数媒2班,高压替代型,2025-12-26 22:45:00,70.9,84.86,84.57,64.04,55.98,57.14,70.93,50.87,50.0,53.98
1320,2024060006,student,2024,数字媒体技术,2024级数媒2班,高压替代型,2026-03-12 17:32:00,63.34,78.62,83.31,70.38,57.47,58.55,67.85,39.27,46.19,54.19
1321,2024070009,student,2024,电气工程及其自动化,2024级电气1班,泛化依赖型,2025-11-12 20:47:00,43.26,59.98,66.79,55.57,44.03,49.63,52.78,28.73,41.29,55.03
1321,2024070009,student,2024,电气工程及其自动化,2024级电气1班,泛化依赖型,2025-12-24 23:23:00,53.63,59.47,66.28,62.37,44.98,53.81,55.39,36.92,42.71,49.32
1321,2024070009,student,2024,电气工程及其自动化,2024级电气1班,泛化依赖型,2026-03-16 18:59:00,54.8,61.63,74.27,58.13,43.36,50.89,48.75,34.01,38.93,54.61
1321,2024070009,student,2024,电气工程及其自动化,2024级电气1班,泛化依赖型,2026-04-08 19:46:00,55.07,65.87,65.27,56.55,48.53,47.58,53.39,32.17,39.95,51.76
1322,2024010015,student,2024,软件工程,2024级软工3班,情绪迁移型,2025-09-19 17:30:00,65.17,78.04,84.57,58.63,56.49,44.93,58.08,40.02,48.32,56.3
1322,2024010015,student,2024,软件工程,2024级软工3班,情绪迁移型,2025-10-12 21:37:00,59.69,72.92,81.09,58.18,52.82,44.45,52.32,32.5,51.64,51.68
1322,2024010015,student,2024,软件工程,2024级软工3班,情绪迁移型,2025-11-16 18:43:00,59.37,71.88,81.46,65.05,51.44,44.28,52.51,34.78,41.81,58.08
1322,2024010015,student,2024,软件工程,2024级软工3班,情绪迁移型,2026-01-11 21:39:00,68.58,80.51,79.1,58.39,59.92,44.51,53.01,38.45,57.44,61.86
1322,2024010015,student,2024,软件工程,2024级软工3班,情绪迁移型,2026-03-18 20:41:00,61.82,74.38,74.1,60.26,55.02,46.1,55.43,37.14,52.33,58.28
1323,2025040005,student,2025,数据科学与大数据技术,2025级数科1班,效率驱动型,2025-11-11 20:05:00,61.14,64.9,79.32,56.7,38.89,36.97,45.86,38.45,40.82,45.98
1323,2025040005,student,2025,数据科学与大数据技术,2025级数科1班,效率驱动型,2026-01-15 19:27:00,61.93,71.01,78.63,55.84,41.18,43.31,57.44,36.28,42.91,45.54
1323,2025040005,student,2025,数据科学与大数据技术,2025级数科1班,效率驱动型,2026-03-15 19:43:00,57.34,66.22,77.9,54.83,44.48,38.45,56.82,34.29,35.61,47.44
1323,2025040005,student,2025,数据科学与大数据技术,2025级数科1班,效率驱动型,2026-04-11 23:22:00,63.97,65.61,71.61,56.04,44.25,41.04,44.76,35.09,38.05,48.36
1324,2024010016,student,2024,软件工程,2024级软工1班,平衡辅助型,2025-10-19 20:05:00,41.52,61.84,54.84,46.04,38.81,40.05,43.81,33.24,35.62,42.73
1324,2024010016,student,2024,软件工程,2024级软工1班,平衡辅助型,2025-12-26 21:08:00,39.72,60.58,57.21,47.82,43.18,39.48,46.55,27.29,34.5,44.68
1324,2024010016,student,2024,软件工程,2024级软工1班,平衡辅助型,2026-03-15 18:35:00,43.04,65.67,66.51,44.69,42.61,35.57,41.72,33.69,34.15,47.0
1325,2024070010,student,2024,电气工程及其自动化,2024级电气2班,高压替代型,2025-09-16 21:12:00,61.71,66.35,77.56,67.42,51.73,45.49,66.67,41.23,43.53,55.94
1325,2024070010,student,2024,电气工程及其自动化,2024级电气2班,高压替代型,2025-10-13 20:11:00,60.55,76.09,79.23,62.57,50.71,51.78,63.43,33.33,42.85,56.19
1325,2024070010,student,2024,电气工程及其自动化,2024级电气2班,高压替代型,2025-11-09 19:52:00,59.82,70.43,75.54,61.33,41.95,48.54,60.13,43.3,46.38,54.32
1325,2024070010,student,2024,电气工程及其自动化,2024级电气2班,高压替代型,2026-01-08 19:26:00,63.43,73.35,78.7,62.97,45.42,54.95,65.2,46.07,50.32,60.88
1325,2024070010,student,2024,电气工程及其自动化,2024级电气2班,高压替代型,2026-03-10 18:35:00,64.14,70.87,78.58,70.06,53.27,56.25,73.85,40.32,43.65,56.4
1326,2023040007,student,2023,数据科学与大数据技术,2023级数科1班,平衡辅助型,2025-10-20 21:56:00,53.54,68.81,65.81,39.82,37.95,29.84,47.36,32.87,36.01,38.71
1326,2023040007,student,2023,数据科学与大数据技术,2023级数科1班,平衡辅助型,2026-01-12 19:39:00,43.96,57.87,67.3,46.24,36.82,33.05,42.88,25.4,32.75,42.4
1327,2023110012,student,2023,市场营销,2023级营销2班,谨慎低频型,2025-10-16 18:01:00,6.69,35.46,34.86,27.75,18.63,11.96,29.75,17.02,13.3,22.11
1327,2023110012,student,2023,市场营销,2023级营销2班,谨慎低频型,2025-12-26 21:51:00,9.57,34.93,36.94,23.79,20.9,19.09,23.51,19.17,20.53,26.2
1327,2023110012,student,2023,市场营销,2023级营销2班,谨慎低频型,2026-03-10 20:47:00,13.48,24.94,34.03,30.26,20.0,22.99,23.3,9.78,15.08,19.8
1327,2023110012,student,2023,市场营销,2023级营销2班,谨慎低频型,2026-04-04 19:19:00,15.51,33.38,28.54,28.16,25.16,12.39,20.99,16.47,20.3,27.25
1328,2025020011,student,2025,计算机科学与技术,2025级计科2班,谨慎低频型,2025-11-16 19:58:00,26.13,46.51,51.22,28.33,29.17,22.87,24.77,27.46,20.91,31.13
1328,2025020011,student,2025,计算机科学与技术,2025级计科2班,谨慎低频型,2026-03-10 22:06:00,25.43,40.61,49.81,37.98,29.49,29.86,26.74,26.89,26.03,24.42
1328,2025020011,student,2025,计算机科学与技术,2025级计科2班,谨慎低频型,2026-04-08 19:10:00,20.1,47.82,49.8,30.55,33.56,24.02,25.96,18.12,23.91,32.93
1329,2025040006,student,2025,数据科学与大数据技术,2025级数科2班,泛化依赖型,2025-09-16 20:39:00,74.0,77.64,83.22,66.07,48.41,52.17,60.55,47.28,52.89,55.24
1329,2025040006,student,2025,数据科学与大数据技术,2025级数科2班,泛化依赖型,2025-10-20 21:04:00,73.02,84.88,92.32,67.88,49.99,55.19,58.4,49.28,51.49,60.25
1329,2025040006,student,2025,数据科学与大数据技术,2025级数科2班,泛化依赖型,2026-01-07 19:54:00,75.16,88.97,89.47,67.74,54.83,53.64,58.93,39.22,51.17,60.96
1329,2025040006,student,2025,数据科学与大数据技术,2025级数科2班,泛化依赖型,2026-03-17 18:14:00,73.16,79.44,87.34,70.55,51.55,50.1,66.13,47.84,40.52,63.69
1329,2025040006,student,2025,数据科学与大数据技术,2025级数科2班,泛化依赖型,2026-04-06 21:29:00,74.05,78.19,85.78,62.52,59.8,45.49,58.45,47.08,53.09,57.12
1330,2025080007,student,2025,财务管理,2025级财管1班,泛化依赖型,2025-10-16 18:35:00,56.48,72.59,81.94,64.19,51.53,56.35,50.81,38.55,42.67,49.65
1330,2025080007,student,2025,财务管理,2025级财管1班,泛化依赖型,2025-11-12 21:50:00,63.31,73.2,71.6,55.65,42.27,47.4,57.27,37.39,45.83,50.0
1330,2025080007,student,2025,财务管理,2025级财管1班,泛化依赖型,2026-01-11 20:17:00,70.33,73.18,82.78,68.85,49.57,56.64,62.16,39.75,40.67,44.46
1330,2025080007,student,2025,财务管理,2025级财管1班,泛化依赖型,2026-03-12 20:13:00,64.19,70.49,81.8,61.36,51.07,54.84,56.28,42.31,53.77,53.14
1331,2022010014,student,2022,软件工程,2022级软工2班,效率驱动型,2025-12-20 22:49:00,58.36,65.26,67.39,54.88,50.7,47.3,53.34,37.67,39.59,48.41
1331,2022010014,student,2022,软件工程,2022级软工2班,效率驱动型,2026-01-10 20:10:00,61.03,70.04,72.92,56.0,51.27,41.51,53.32,35.28,38.12,48.33
1331,2022010014,student,2022,软件工程,2022级软工2班,效率驱动型,2026-04-11 20:46:00,66.05,70.11,80.32,68.63,49.18,42.54,54.58,39.46,44.32,52.06
1332,2023010010,student,2023,软件工程,2023级软工1班,情绪迁移型,2025-09-20 20:13:00,59.12,67.57,68.54,54.21,43.51,36.0,49.15,31.82,49.89,52.99
1332,2023010010,student,2023,软件工程,2023级软工1班,情绪迁移型,2025-11-09 19:05:00,62.15,71.9,67.24,57.52,49.48,39.95,47.42,37.68,40.41,58.17
1332,2023010010,student,2023,软件工程,2023级软工1班,情绪迁移型,2026-04-08 22:29:00,62.73,75.89,77.87,57.22,38.3,39.05,52.94,40.59,51.12,55.54
1333,2022030005,student,2022,人工智能,2022级人工智能1班,平衡辅助型,2025-09-18 18:31:00,48.61,57.49,60.26,43.64,42.36,41.98,44.89,26.9,34.92,37.11
1333,2022030005,student,2022,人工智能,2022级人工智能1班,平衡辅助型,2025-10-17 21:40:00,40.98,59.46,65.15,53.01,37.64,35.23,48.33,29.95,28.35,42.25
1333,2022030005,student,2022,人工智能,2022级人工智能1班,平衡辅助型,2025-11-16 21:10:00,46.94,66.64,58.3,51.02,41.07,38.52,48.69,33.39,31.03,46.51
1333,2022030005,student,2022,人工智能,2022级人工智能1班,平衡辅助型,2026-04-05 20:28:00,45.9,61.55,61.65,50.85,44.75,45.69,46.06,29.43,35.01,42.46
1334,2023040008,student,2023,数据科学与大数据技术,2023级数科2班,平衡辅助型,2025-09-20 19:05:00,53.57,61.51,61.92,49.93,33.68,29.93,31.39,34.48,25.41,46.2
1334,2023040008,student,2023,数据科学与大数据技术,2023级数科2班,平衡辅助型,2025-12-21 00:11:00,49.19,61.91,63.06,47.45,36.36,31.68,44.35,29.37,26.87,40.51
1334,2023040008,student,2023,数据科学与大数据技术,2023级数科2班,平衡辅助型,2026-03-14 20:57:00,45.95,60.63,60.82,42.41,35.19,28.86,48.26,36.36,33.72,41.23
1335,2025020012,student,2025,计算机科学与技术,2025级计科3班,高压替代型,2025-09-15 19:35:00,66.95,80.08,83.63,67.45,50.6,47.57,61.16,49.59,44.62,63.49
1335,2025020012,student,2025,计算机科学与技术,2025级计科3班,高压替代型,2025-12-25 21:53:00,66.33,72.08,83.93,69.88,56.09,47.03,69.68,44.41,53.16,61.08
1335,2025020012,student,2025,计算机科学与技术,2025级计科3班,高压替代型,2026-01-10 19:46:00,68.22,77.74,89.74,68.84,50.69,57.42,69.84,48.67,51.67,52.97
1336,2025090003,student,2025,汉语言文学,2025级汉文1班,平衡辅助型,2025-09-17 19:34:00,28.49,48.23,47.83,45.79,33.15,30.99,35.84,21.81,29.17,35.49
1336,2025090003,student,2025,汉语言文学,2025级汉文1班,平衡辅助型,2026-01-12 19:41:00,37.35,46.4,57.51,37.97,37.92,30.83,36.12,21.31,31.39,40.79
1337,2024030010,student,2024,人工智能,2024级人工智能2班,自主审慎型,2025-09-15 21:26:00,36.1,59.11,54.43,35.15,35.17,29.18,37.9,24.42,30.94,40.09
1337,2024030010,student,2024,人工智能,2024级人工智能2班,自主审慎型,2025-10-13 18:31:00,27.78,46.27,56.42,36.42,31.38,17.19,25.58,17.0,24.63,29.62
1337,2024030010,student,2024,人工智能,2024级人工智能2班,自主审慎型,2025-11-09 21:18:00,40.0,51.2,56.49,42.03,33.85,27.94,41.7,29.58,33.68,33.33
1337,2024030010,student,2024,人工智能,2024级人工智能2班,自主审慎型,2025-12-24 00:13:00,35.88,53.25,58.09,36.56,33.07,29.57,31.13,21.53,31.01,38.73
1337,2024030010,student,2024,人工智能,2024级人工智能2班,自主审慎型,2026-01-12 20:45:00,36.41,53.14,53.89,41.66,36.26,28.56,37.52,23.04,28.81,38.52
1338,2022050010,student,2022,网络工程,2022级网工2班,高压替代型,2025-11-13 20:48:00,67.19,75.13,83.27,64.4,58.89,55.06,64.71,32.6,46.94,55.73
1338,2022050010,student,2022,网络工程,2022级网工2班,高压替代型,2025-12-23 21:14:00,64.75,72.52,83.49,64.5,52.59,51.6,60.53,42.54,46.29,57.51
1338,2022050010,student,2022,网络工程,2022级网工2班,高压替代型,2026-01-11 22:45:00,73.83,79.5,81.45,61.77,57.95,54.33,59.99,47.34,41.57,53.89
1338,2022050010,student,2022,网络工程,2022级网工2班,高压替代型,2026-03-17 17:47:00,65.21,77.43,84.68,66.92,53.38,54.91,66.6,41.8,45.97,60.4
1339,2023060007,student,2023,数字媒体技术,2023级数媒1班,泛化依赖型,2025-09-18 19:17:00,68.53,75.29,81.13,65.56,45.97,53.69,54.31,47.39,48.86,56.62
1339,2023060007,student,2023,数字媒体技术,2023级数媒1班,泛化依赖型,2025-11-09 19:37:00,72.23,90.12,78.97,67.94,48.67,48.64,66.14,32.6,51.73,57.21
1339,2023060007,student,2023,数字媒体技术,2023级数媒1班,泛化依赖型,2025-12-22 21:22:00,69.93,81.26,89.75,65.44,54.12,54.87,59.67,41.44,44.07,59.78
1339,2023060007,student,2023,数字媒体技术,2023级数媒1班,泛化依赖型,2026-01-09 22:18:00,69.85,78.73,89.46,69.43,50.37,56.04,58.39,42.84,50.68,59.47
1340,2023010011,student,2023,软件工程,2023级软工2班,高压替代型,2025-11-08 22:55:00,78.74,86.04,93.53,75.14,52.83,58.98,76.84,44.73,54.1,67.16
1340,2023010011,student,2023,软件工程,2023级软工2班,高压替代型,2025-12-22 23:15:00,79.77,85.66,92.35,74.13,50.16,51.86,68.05,48.89,52.88,63.78
1341,2024050008,student,2024,网络工程,2024级网工2班,平衡辅助型,2025-09-16 18:36:00,44.3,56.03,62.63,43.35,33.25,32.59,47.58,27.34,26.39,32.88
1341,2024050008,student,2024,网络工程,2024级网工2班,平衡辅助型,2025-10-20 19:57:00,48.54,55.08,57.32,41.1,34.04,29.73,39.63,35.71,25.95,32.04
1341,2024050008,student,2024,网络工程,2024级网工2班,平衡辅助型,2025-11-09 19:50:00,41.87,53.21,55.69,46.98,36.18,31.78,46.84,26.31,24.97,33.43
1341,2024050008,student,2024,网络工程,2024级网工2班,平衡辅助型,2025-12-23 22:09:00,40.06,54.31,62.52,50.11,37.19,37.3,46.22,31.21,30.41,39.41
1341,2024050008,student,2024,网络工程,2024级网工2班,平衡辅助型,2026-04-06 21:47:00,45.89,58.68,60.75,42.95,36.95,38.63,40.33,26.88,31.41,40.26
1342,2023080004,student,2023,财务管理,2023级财管2班,高压替代型,2025-09-17 18:27:00,58.25,66.09,75.67,66.47,53.16,43.44,58.66,35.9,45.54,49.99
1342,2023080004,student,2023,财务管理,2023级财管2班,高压替代型,2026-01-14 22:27:00,55.35,72.45,73.96,63.63,47.87,46.38,59.55,40.23,43.79,63.31
1342,2023080004,student,2023,财务管理,2023级财管2班,高压替代型,2026-04-06 23:00:00,62.52,71.36,77.36,60.03,49.45,44.17,62.57,32.78,45.13,60.15
1343,2022080012,student,2022,财务管理,2022级财管2班,自主审慎型,2025-10-13 21:17:00,16.26,36.4,44.51,23.53,22.36,23.89,28.57,13.84,23.81,29.5
1343,2022080012,student,2022,财务管理,2022级财管2班,自主审慎型,2025-11-16 22:25:00,13.7,28.01,44.96,32.54,22.94,27.72,25.53,21.69,27.06,25.9
1343,2022080012,student,2022,财务管理,2022级财管2班,自主审慎型,2026-01-09 20:14:00,21.56,35.69,48.58,33.03,28.82,23.16,39.53,18.93,20.39,32.55
1344,2022010015,student,2022,软件工程,2022级软工3班,效率驱动型,2025-09-18 19:07:00,49.59,74.79,74.36,48.98,39.01,43.68,43.45,35.5,41.28,46.44
1344,2022010015,student,2022,软件工程,2022级软工3班,效率驱动型,2025-12-22 23:00:00,50.3,68.17,69.93,63.19,46.44,42.75,57.18,27.72,34.0,56.24
1344,2022010015,student,2022,软件工程,2022级软工3班,效率驱动型,2026-01-13 21:43:00,61.08,67.15,78.74,50.28,49.79,40.33,54.74,34.36,41.08,48.25
1344,2022010015,student,2022,软件工程,2022级软工3班,效率驱动型,2026-03-14 19:55:00,57.93,71.14,66.56,60.58,48.06,40.25,53.4,36.13,38.33,41.91
1344,2022010015,student,2022,软件工程,2022级软工3班,效率驱动型,2026-04-11 23:01:00,55.89,69.89,78.1,55.9,44.04,48.76,50.87,36.47,35.36,55.82
1345,2023070005,student,2023,电气工程及其自动化,2023级电气1班,自主审慎型,2025-09-17 19:25:00,29.29,43.54,44.21,38.66,34.81,28.01,39.66,24.56,22.11,23.43
1345,2023070005,student,2023,电气工程及其自动化,2023级电气1班,自主审慎型,2025-10-14 22:37:00,28.08,41.92,56.55,37.42,30.4,27.84,34.79,18.66,25.25,32.69
1345,2023070005,student,2023,电气工程及其自动化,2023级电气1班,自主审慎型,2025-11-09 18:57:00,24.76,39.75,47.94,37.11,36.51,23.35,31.89,19.67,17.53,25.4
1345,2023070005,student,2023,电气工程及其自动化,2023级电气1班,自主审慎型,2026-01-09 22:19:00,28.98,42.74,56.35,37.35,36.98,28.58,38.75,16.26,26.19,32.98
1345,2023070005,student,2023,电气工程及其自动化,2023级电气1班,自主审慎型,2026-03-13 19:37:00,27.66,39.98,46.24,35.74,31.04,27.38,42.28,17.12,25.71,29.91
1346,2024080007,student,2024,财务管理,2024级财管1班,平衡辅助型,2025-09-21 18:36:00,40.58,52.19,56.48,38.69,29.52,28.34,38.37,25.59,25.94,32.78
1346,2024080007,student,2024,财务管理,2024级财管1班,平衡辅助型,2026-03-12 21:05:00,42.39,53.39,53.42,44.47,36.17,35.65,37.85,24.25,29.82,36.57
1347,2023010012,student,2023,软件工程,2023级软工3班,效率驱动型,2025-10-19 18:58:00,54.14,68.59,68.22,58.46,46.8,49.21,49.64,37.2,37.33,45.37
1347,2023010012,student,2023,软件工程,2023级软工3班,效率驱动型,2026-01-08 20:47:00,59.37,70.18,74.38,60.74,52.87,45.9,49.39,37.83,45.72,51.04
1347,2023010012,student,2023,软件工程,2023级软工3班,效率驱动型,2026-03-12 21:39:00,53.29,61.43,67.52,57.4,43.95,38.3,54.5,36.03,41.25,48.37
1348,2024030011,student,2024,人工智能,2024级人工智能1班,效率驱动型,2025-09-17 18:21:00,58.46,66.55,66.96,51.63,46.87,41.01,46.15,37.24,37.35,39.96
1348,2024030011,student,2024,人工智能,2024级人工智能1班,效率驱动型,2025-12-26 19:55:00,60.58,71.66,70.16,50.83,43.62,39.21,48.74,38.83,37.51,46.53
1348,2024030011,student,2024,人工智能,2024级人工智能1班,效率驱动型,2026-01-10 22:46:00,60.98,70.56,72.89,58.27,44.6,39.2,46.08,27.38,42.49,52.78
1349,2025090004,student,2025,汉语言文学,2025级汉文2班,谨慎低频型,2025-12-27 21:50:00,15.18,40.23,37.88,26.53,20.09,23.31,26.58,14.93,25.52,29.09
1349,2025090004,student,2025,汉语言文学,2025级汉文2班,谨慎低频型,2026-01-12 18:45:00,26.59,31.66,36.97,20.22,20.61,16.36,26.28,18.31,28.04,28.46
1349,2025090004,student,2025,汉语言文学,2025级汉文2班,谨慎低频型,2026-03-15 18:49:00,18.51,30.01,32.09,25.38,18.87,21.24,24.88,21.39,22.39,30.01
1349,2025090004,student,2025,汉语言文学,2025级汉文2班,谨慎低频型,2026-04-11 21:48:00,14.34,30.79,33.61,21.92,21.59,15.05,30.52,13.38,20.33,30.29
1350,2025030010,student,2025,人工智能,2025级人工智能2班,平衡辅助型,2025-11-16 22:18:00,44.31,54.6,61.66,43.72,32.41,33.06,39.46,27.4,26.3,40.37
1350,2025030010,student,2025,人工智能,2025级人工智能2班,平衡辅助型,2025-12-25 23:19:00,46.65,64.09,57.3,41.69,43.25,35.1,47.16,25.07,25.29,34.75
1350,2025030010,student,2025,人工智能,2025级人工智能2班,平衡辅助型,2026-01-08 19:54:00,35.82,67.36,66.06,49.1,41.72,34.89,41.63,27.9,38.0,45.48
1351,2023030016,student,2023,人工智能,2023级人工智能2班,情绪迁移型,2026-03-14 17:48:00,64.41,75.25,80.68,54.6,47.17,50.95,60.81,37.26,50.29,66.52
1351,2023030016,student,2023,人工智能,2023级人工智能2班,情绪迁移型,2026-04-06 23:29:00,62.26,71.02,79.67,63.62,48.94,50.4,54.49,41.04,47.89,59.72
1352,2025010006,student,2025,软件工程,2025级软工3班,高压替代型,2025-10-16 20:07:00,76.9,85.59,84.5,60.71,51.48,56.17,65.5,43.41,56.61,69.19
1352,2025010006,student,2025,软件工程,2025级软工3班,高压替代型,2025-12-22 23:07:00,72.4,79.88,87.53,71.2,60.53,46.3,63.02,45.03,54.48,65.46
1352,2025010006,student,2025,软件工程,2025级软工3班,高压替代型,2026-01-07 22:45:00,75.51,81.57,84.38,71.65,54.37,54.55,64.06,43.88,53.58,62.09
1352,2025010006,student,2025,软件工程,2025级软工3班,高压替代型,2026-03-10 22:00:00,74.28,78.45,89.46,68.48,51.22,52.2,71.11,53.18,44.97,62.95
1353,2024060007,student,2024,数字媒体技术,2024级数媒1班,自主审慎型,2025-09-19 17:55:00,35.48,60.2,56.51,36.24,34.15,31.54,31.03,26.3,21.85,38.58
1353,2024060007,student,2024,数字媒体技术,2024级数媒1班,自主审慎型,2025-10-19 21:56:00,41.22,57.04,55.27,37.85,36.62,33.51,39.44,24.4,27.13,33.18
1353,2024060007,student,2024,数字媒体技术,2024级数媒1班,自主审慎型,2026-04-04 22:28:00,31.3,56.34,52.26,40.5,36.3,29.81,35.76,26.81,24.47,33.73
1354,2025070002,student,2025,电气工程及其自动化,2025级电气2班,效率驱动型,2025-09-14 20:18:00,54.66,59.97,71.71,55.34,40.38,40.53,48.15,32.71,35.31,44.65
1354,2025070002,student,2025,电气工程及其自动化,2025级电气2班,效率驱动型,2025-10-20 21:56:00,50.47,62.65,65.92,59.18,44.9,39.18,42.73,31.95,39.9,41.04
1354,2025070002,student,2025,电气工程及其自动化,2025级电气2班,效率驱动型,2026-01-10 18:14:00,53.02,62.54,64.87,58.73,41.11,38.08,56.94,32.08,44.48,49.75
1354,2025070002,student,2025,电气工程及其自动化,2025级电气2班,效率驱动型,2026-04-07 20:29:00,50.46,61.9,67.76,60.12,37.11,44.83,57.63,30.95,40.48,46.17
1355,2024040015,student,2024,数据科学与大数据技术,2024级数科1班,效率驱动型,2025-09-22 19:15:00,42.6,63.54,61.16,46.4,47.27,36.04,49.11,32.04,32.35,36.39
1355,2024040015,student,2024,数据科学与大数据技术,2024级数科1班,效率驱动型,2025-10-15 20:12:00,50.5,63.85,64.75,52.05,33.36,31.62,46.11,35.18,35.01,45.69
1355,2024040015,student,2024,数据科学与大数据技术,2024级数科1班,效率驱动型,2025-11-09 19:07:00,45.58,65.48,65.84,54.28,43.29,44.11,50.39,32.9,36.38,43.0
1356,2024080008,student,2024,财务管理,2024级财管2班,平衡辅助型,2025-10-15 17:58:00,36.17,54.74,53.47,40.88,37.05,39.34,38.12,25.14,34.04,39.1
1356,2024080008,student,2024,财务管理,2024级财管2班,平衡辅助型,2025-11-15 22:40:00,39.53,47.92,56.02,46.43,43.64,35.47,44.82,25.63,26.13,42.41
1356,2024080008,student,2024,财务管理,2024级财管2班,平衡辅助型,2025-12-26 22:22:00,32.91,45.84,49.98,35.84,35.22,26.15,36.77,28.96,29.84,47.46
1356,2024080008,student,2024,财务管理,2024级财管2班,平衡辅助型,2026-03-18 20:04:00,32.16,47.67,54.15,45.01,30.65,30.46,36.15,30.59,31.69,39.3
1357,2025050009,student,2025,网络工程,2025级网工1班,谨慎低频型,2025-09-21 19:13:00,21.46,40.6,35.94,30.92,24.02,23.75,28.14,23.39,18.76,23.2
1357,2025050009,student,2025,网络工程,2025级网工1班,谨慎低频型,2025-10-18 21:00:00,15.7,35.66,42.85,18.8,18.3,12.29,25.46,16.49,21.75,25.83
1357,2025050009,student,2025,网络工程,2025级网工1班,谨慎低频型,2025-11-09 19:10:00,11.62,35.26,46.41,23.08,28.49,20.61,25.72,15.97,22.31,24.08
1357,2025050009,student,2025,网络工程,2025级网工1班,谨慎低频型,2025-12-20 20:00:00,15.76,41.51,43.96,31.37,23.47,17.47,36.94,12.66,19.28,24.14
1358,2023010013,student,2023,软件工程,2023级软工1班,高压替代型,2025-10-13 19:54:00,69.92,79.6,87.98,68.19,53.68,46.56,65.55,42.06,35.72,52.76
1358,2023010013,student,2023,软件工程,2023级软工1班,高压替代型,2026-01-15 18:14:00,65.28,81.33,83.61,64.05,54.71,58.77,64.94,36.56,41.81,57.65
1358,2023010013,student,2023,软件工程,2023级软工1班,高压替代型,2026-03-17 19:34:00,71.17,80.66,80.01,74.53,59.84,61.95,67.3,39.34,44.87,53.83
1358,2023010013,student,2023,软件工程,2023级软工1班,高压替代型,2026-04-06 23:04:00,60.73,81.06,85.55,64.09,60.88,50.57,73.86,42.24,48.77,62.04
1359,2023110013,student,2023,市场营销,2023级营销1班,情绪迁移型,2025-09-14 20:11:00,51.36,63.04,68.9,59.09,30.58,38.16,45.13,30.25,36.51,55.37
1359,2023110013,student,2023,市场营销,2023级营销1班,情绪迁移型,2025-11-14 21:37:00,51.47,62.72,73.83,53.91,47.97,37.83,51.0,30.33,44.47,58.92
